"sector_id","sector_nombre","variable_id","actividad_producto_nombre","indicador","unidad_de_medida","fuente","frecuencia_nombre","cobertura_nombre","alcance_tipo","alcance_id","alcance_nombre","indice_tiempo","valor"
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2001-01-01,1070235
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2002-01-01,2018800
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2003-01-01,1358618
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2004-01-01,1986306
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2005-01-01,2733936
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2006-01-01,2638696
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2007-01-01,3575587
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2008-01-01,3073424
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2009-01-01,1820180
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2010-01-01,1570984
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2011-01-01,2778105.36
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2012-01-01,2272998.54
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2013-01-01,2673507.56
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2014-01-01,2081827.05
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2015-01-01,1694811
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2016-01-01,2185244
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2017-01-01,1648038
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2018-01-01,2435825
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2019-01-01,2551023
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2020-01-01,1890367
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2021-01-01,1906706
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2022-01-01,1568736
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2023-01-01,1202110
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","70","SAN JUAN",2024-01-01,1549948
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","98","INDETERMINADA",1997-01-01,273560
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","98","INDETERMINADA",1998-01-01,87194
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","98","INDETERMINADA",1999-01-01,84673
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","98","INDETERMINADA",2000-01-01,116202
13,"Vitivinicultura",162,"Mosto","Elaboración","hl","INV","Anual","Nacional","PROVINCIA","98","INDETERMINADA",2001-01-01,23310
13,"Vitivinicultura",163,"Mosto concentrado","Exportaciones","miles de dólares","INV","Anual","Nacional","PAIS","200","Argentina",2000-01-01,53880
13,"Vitivinicultura",163,"Mosto concentrado","Exportaciones","miles de dólares","INV","Anual","Nacional","PAIS","200","Argentina",2001-01-01,51001
13,"Vitivinicultura",163,"Mosto concentrado","Exportaciones","miles de dólares","INV","Anual","Nacional","PAIS","200","Argentina",2002-01-01,50249
13,"Vitivinicultura",163,"Mosto concentrado","Exportaciones","miles de dólares","INV","Anual","Nacional","PAIS","200","Argentina",2003-01-01,55722
13,"Vitivinicultura",163,"Mosto concentrado","Exportaciones","miles de dólares","INV","Anual","Nacional","PAIS","200","Argentina",2004-01-01,73442
13,"Vitivinicultura",163,"Mosto concentrado","Exportaciones","miles de dólares","INV","Anual","Nacional","PAIS","200","Argentina",2005-01-01,100160
13,"Vitivinicultura",163,"Mosto concentrado","Exportaciones","miles de dólares","INV","Anual","Nacional","PAIS","200","Argentina",2006-01-01,117733
13,"Vitivinicultura",163,"Mosto concentrado","Exportaciones","miles de dólares","INV","Anual","Nacional","PAIS","200","Argentina",2007-01-01,173732
